"","Exp3_A_Sample_1","Exp3_A_Sample_2","Exp3_B_Sample_1","Exp3_B_Sample_2","Exp3_C_Sample_1","Exp3_C_Sample_2"
"ENSG00000006013",43,13,22,7,47,32
"ENSG00000006014",8,11,5,12,10,4
"ENSG00000006015",0,0,0,0,0,0
"ENSG00000006016",49,56,63,22,63,19
"ENSG00000006017",0,0,0,0,0,0
"ENSG00000006018",1,0,1,1,1,0
"ENSG00000006019",0,0,0,0,2,1
"ENSG00000006020",92,96,49,124,74,51
"ENSG00000006021",91,31,61,34,18,34
"ENSG00000006022",155,85,88,80,38,95
"ENSG00000006023",0,0,1,0,2,1
"ENSG00000006024",1,1,0,2,1,0
"ENSG00000006025",1,1,0,2,0,1
"ENSG00000006026",97,67,57,30,33,27
"ENSG00000006027",59,34,23,31,84,53
"ENSG00000006028",20,4,15,14,10,6
"ENSG00000006029",1,1,1,0,0,0
"ENSG00000006030",17,5,4,20,9,11
"ENSG00000006031",0,0,1,0,0,0
"ENSG00000006032",0,0,0,0,1,0
"ENSG00000006033",90,132,101,87,168,58
"ENSG00000006034",10,40,7,9,9,17
"ENSG00000006035",468,126,286,359,245,257
"ENSG00000006036",1,0,0,1,1,0
"ENSG00000006037",1,0,2,0,0,0
"ENSG00000006038",1,3,4,4,3,0
"ENSG00000006039",1,0,0,0,0,1
"ENSG00000006040",2,10,8,15,9,5
"ENSG00000006041",209,238,119,123,98,318
"ENSG00000006042",0,0,1,0,0,2
"ENSG00000006043",478,533,441,361,722,179
"ENSG00000006044",0,0,0,2,1,0
"ENSG00000006045",67,37,18,44,47,71
"ENSG00000006046",5,3,5,6,8,3
"ENSG00000006047",44,45,16,21,36,30
"ENSG00000006048",0,0,0,0,1,0
"ENSG00000006049",19,25,16,20,53,11
"ENSG00000006050",15,4,13,4,11,3
"ENSG00000006051",1,0,0,1,0,0
"ENSG00000006052",0,0,0,0,0,1
"ENSG00000006053",3,3,4,4,2,3
"ENSG00000006054",28,17,15,7,32,15
"ENSG00000006055",128,57,132,20,36,163
"ENSG00000006056",23,45,163,122,76,120
"ENSG00000006057",0,3,0,3,1,0
"ENSG00000006058",162,360,124,303,331,367
"ENSG00000006059",46,74,76,45,120,19
"ENSG00000006060",1,1,1,1,0,0
"ENSG00000006061",521,140,517,326,268,207
"ENSG00000006062",141,107,174,134,210,103
"ENSG00000006063",0,0,0,0,0,0
"ENSG00000006064",432,342,270,561,326,264
"ENSG00000006065",0,3,1,0,1,0
"ENSG00000006066",16,12,29,18,23,28
"ENSG00000006067",371,905,320,787,548,700
"ENSG00000006068",95,25,63,111,58,38
"ENSG00000006069",73,49,21,58,46,37
"ENSG00000006070",0,0,0,0,0,0
"ENSG00000006071",2,4,0,1,4,1
"ENSG00000006072",1,1,5,6,3,4
"ENSG00000006073",6,5,10,0,6,1
"ENSG00000006074",1,0,2,0,0,0
"ENSG00000006075",0,0,1,0,0,2
"ENSG00000006076",4,9,5,5,4,2
"ENSG00000006077",19,2,10,18,26,8
"ENSG00000006078",734,167,433,123,142,205
"ENSG00000006079",69,14,8,71,44,33
"ENSG00000006080",9,13,6,10,9,4
"ENSG00000006081",0,0,0,0,0,0
"ENSG00000006082",62,195,38,122,43,94
"ENSG00000006083",10,6,18,5,9,12
"ENSG00000006084",3,0,0,0,0,1
"ENSG00000006085",12,22,10,9,20,19
"ENSG00000006086",11,9,3,4,10,15
"ENSG00000006087",45,53,19,41,36,27
"ENSG00000006088",16,24,21,17,24,51
"ENSG00000006089",45,24,27,16,4,10
"ENSG00000006090",1,0,1,0,1,0
"ENSG00000006091",0,1,0,0,0,0
"ENSG00000006092",35,52,37,16,37,46
"ENSG00000006093",37,14,29,27,28,56
"ENSG00000006094",15,5,2,9,1,2
"ENSG00000006095",0,0,0,2,0,0
"ENSG00000006096",0,0,0,1,0,0
"ENSG00000006097",0,1,1,1,0,0
"ENSG00000006098",0,0,0,0,0,0
"ENSG00000006099",53,31,4,39,45,67
"ENSG00000006100",1,0,1,0,0,2
"ENSG00000006101",0,0,0,0,0,0
"ENSG00000006102",16,4,11,16,13,10
"ENSG00000006103",0,0,1,1,0,0
"ENSG00000006104",45,37,24,84,5,50
"ENSG00000006105",1695,601,693,1501,1337,959
"ENSG00000006106",10,21,7,7,11,13
"ENSG00000006107",1,0,0,1,0,1
"ENSG00000006108",7,4,14,5,12,9
"ENSG00000006109",17,25,43,40,25,64
"ENSG00000006110",0,2,0,1,0,0
"ENSG00000006111",23,23,19,16,13,30
"ENSG00000006112",69,13,33,46,28,60
"ENSG00000006113",1,0,2,0,0,0
"ENSG00000006114",50,109,144,105,154,229
"ENSG00000006115",0,0,1,1,0,0
"ENSG00000006116",1,1,0,1,0,0
"ENSG00000006117",113,56,55,15,42,38
"ENSG00000006118",0,0,1,0,0,2
"ENSG00000006119",1,2,0,1,0,0
"ENSG00000006120",1,0,0,0,0,2
"ENSG00000006121",0,1,1,1,0,1
"ENSG00000006122",0,0,2,1,1,1
"ENSG00000006123",1040,1047,525,775,1563,1847
"ENSG00000006124",5,4,4,2,3,8
"ENSG00000006125",71,36,38,65,67,89
"ENSG00000006126",0,0,0,0,0,0
"ENSG00000006127",0,0,0,0,0,0
"ENSG00000006128",7,6,4,7,1,3
"ENSG00000006129",266,139,64,135,168,241
"ENSG00000006130",0,0,0,0,0,0
"ENSG00000006131",1,1,0,0,1,0
"ENSG00000006132",7,5,3,6,8,2
"ENSG00000006133",33,9,15,41,10,13
"ENSG00000006134",0,0,0,0,0,0
"ENSG00000006135",4,5,1,10,6,2
"ENSG00000006136",147,530,242,318,448,138
"ENSG00000006137",4,1,0,0,1,0
"ENSG00000006138",25,49,19,22,6,12
"ENSG00000006139",844,672,688,1192,416,1870
"ENSG00000006140",0,0,1,0,0,0
"ENSG00000006141",10,7,4,5,5,9
"ENSG00000006142",9,11,22,12,7,37
"ENSG00000006143",1,1,1,1,0,0
"ENSG00000006144",0,0,0,0,0,0
"ENSG00000006145",3,2,7,5,5,2
"ENSG00000006146",15,10,3,17,13,4
"ENSG00000006147",9,5,5,8,16,3
"ENSG00000006148",0,0,1,1,1,1
"ENSG00000006149",11,21,11,10,15,2
"ENSG00000006150",19,17,9,11,11,4
"ENSG00000006151",1,1,1,2,4,0
"ENSG00000006152",810,522,251,588,315,201
"ENSG00000006153",2,1,1,1,5,1
"ENSG00000006154",1,1,2,0,0,0
"ENSG00000006155",5,4,5,8,3,5
"ENSG00000006156",1,2,2,5,0,2
"ENSG00000006157",342,185,212,484,248,209
"ENSG00000006158",38,32,3,16,13,29
"ENSG00000006159",0,0,0,1,0,1
"ENSG00000006160",26,40,25,23,40,25
"ENSG00000006161",52,41,18,37,43,19
"ENSG00000006162",0,0,3,0,2,1
"ENSG00000006163",13,1,9,1,3,4
"ENSG00000006164",1,1,1,1,1,1
"ENSG00000006165",228,105,229,147,170,117
"ENSG00000006166",37,7,12,12,24,9
"ENSG00000006167",6,4,12,5,4,13
"ENSG00000006168",59,31,23,25,11,19
"ENSG00000006169",1,1,0,1,2,0
"ENSG00000006170",9,6,7,3,7,3
"ENSG00000006171",1,2,1,0,0,0
"ENSG00000006172",25,11,13,17,10,9
"ENSG00000006173",17,21,7,5,11,22
"ENSG00000006174",15,50,23,23,20,22
"ENSG00000006175",225,308,103,121,102,244
"ENSG00000006176",10,1,3,2,3,6
"ENSG00000006177",130,138,72,196,114,145
"ENSG00000006178",2,1,2,0,1,0
"ENSG00000006179",0,0,0,0,0,0
"ENSG00000006180",15,3,4,9,3,17
"ENSG00000006181",190,117,180,164,99,100
"ENSG00000006182",620,523,383,91,272,281
"ENSG00000006183",0,0,0,1,3,0
"ENSG00000006184",25,18,5,19,8,19
"ENSG00000006185",1,1,1,1,1,1
"ENSG00000006186",0,1,2,2,2,2
"ENSG00000006187",171,60,52,55,97,28
"ENSG00000006188",43,31,19,43,9,16
"ENSG00000006189",172,106,142,179,66,53
"ENSG00000006190",1430,340,399,238,729,367
"ENSG00000006191",294,386,47,77,162,168
"ENSG00000006192",5,11,6,11,4,10
"ENSG00000006193",178,120,66,86,71,154
"ENSG00000006194",9,12,6,6,7,5
"ENSG00000006195",2,0,0,0,0,0
"ENSG00000006196",372,204,217,717,457,263
"ENSG00000006197",4,17,24,22,18,29
"ENSG00000006198",231,83,55,96,140,61
"ENSG00000006199",1,2,1,1,3,3
"ENSG00000006200",0,0,1,0,0,0
"ENSG00000006201",6,7,0,0,3,2
"ENSG00000006202",19,17,25,21,9,17
"ENSG00000006203",2,0,0,1,3,0
"ENSG00000006204",1,0,1,2,1,0
"ENSG00000006205",9,3,9,7,3,4
"ENSG00000006206",25,14,7,10,7,5
"ENSG00000006207",5,4,3,6,2,2
"ENSG00000006208",13,10,2,3,2,1
"ENSG00000006209",1,0,0,1,0,0
"ENSG00000006210",1,0,0,0,0,1
"ENSG00000006211",302,337,155,442,176,228
"ENSG00000006212",28,24,15,15,17,13
"ENSG00000006213",84,77,50,97,73,32
"ENSG00000006214",0,0,1,0,0,0
"ENSG00000006215",1,0,1,0,1,0
"ENSG00000006216",0,1,0,2,1,0
"ENSG00000006217",1,0,0,0,0,0
"ENSG00000006218",137,95,59,78,85,26
"ENSG00000006219",0,0,0,0,0,0
"ENSG00000006220",35,36,39,27,47,25
"ENSG00000006221",16,46,26,27,33,19
"ENSG00000006222",0,0,1,0,0,1
"ENSG00000006223",1,0,0,0,1,0
"ENSG00000006224",85,55,61,79,34,32
"ENSG00000006225",86,90,51,103,120,119
"ENSG00000006226",0,0,0,1,2,0
"ENSG00000006227",0,0,1,0,0,0
"ENSG00000006228",648,541,443,386,634,173
"ENSG00000006229",1,0,0,1,1,1
"ENSG00000006230",0,0,0,0,0,0
"ENSG00000006231",2,1,2,1,1,1
"ENSG00000006232",0,0,0,0,0,0
"ENSG00000006233",142,129,215,176,260,250
"ENSG00000006234",1,0,0,1,0,0
"ENSG00000006235",4,4,2,1,5,0
"ENSG00000006236",1,14,4,11,13,6
"ENSG00000006237",0,0,1,0,0,0
"ENSG00000006238",0,0,0,0,0,0
"ENSG00000006239",6,14,9,7,7,1
"ENSG00000006240",431,281,76,227,151,167
"ENSG00000006241",0,1,0,1,0,0
"ENSG00000006242",246,122,178,151,71,219
"ENSG00000006243",0,1,0,0,2,0
"ENSG00000006244",615,1260,634,1111,658,559
"ENSG00000006245",282,30,109,129,120,50
"ENSG00000006246",0,0,1,1,0,0
"ENSG00000006247",0,0,0,0,0,0
"ENSG00000006248",0,0,0,0,0,0
"ENSG00000006249",0,4,6,0,4,1
"ENSG00000006250",1,0,0,0,0,1
"ENSG00000006251",16,12,4,9,8,10
"ENSG00000006252",2,1,0,0,1,0
"ENSG00000006253",0,0,0,0,0,0
"ENSG00000006254",1,1,0,0,0,1
"ENSG00000006255",11,16,1,6,10,7
"ENSG00000006256",21,6,3,11,8,8
"ENSG00000006257",4,3,0,1,0,0
"ENSG00000006258",238,483,164,207,157,326
"ENSG00000006259",19,20,9,11,10,14
"ENSG00000006260",382,56,78,55,167,85
"ENSG00000006261",2,0,0,1,0,1
"ENSG00000006262",255,67,48,162,51,184
"ENSG00000006263",16,14,23,13,2,7
"ENSG00000006264",19,17,1,9,13,28
"ENSG00000006265",4,1,2,5,4,1
"ENSG00000006266",44,121,53,54,42,78
"ENSG00000006267",1,0,0,0,0,0
"ENSG00000006268",2,2,2,1,1,1
"ENSG00000006269",7,19,13,17,11,5
"ENSG00000006270",0,1,1,0,0,1
"ENSG00000006271",30,3,4,6,8,1
"ENSG00000006272",3,0,1,1,1,2
"ENSG00000006273",3,7,3,0,3,5
"ENSG00000006274",160,107,46,52,140,167
"ENSG00000006275",0,2,2,1,0,1
"ENSG00000006276",41,24,18,8,17,10
"ENSG00000006277",1,2,0,0,0,0
"ENSG00000006278",6,9,0,9,1,5
"ENSG00000006279",0,3,7,3,6,4
"ENSG00000006280",0,3,0,0,1,1
"ENSG00000006281",24,8,2,5,2,8
"ENSG00000006282",0,0,0,0,1,0
"ENSG00000006283",0,1,0,3,0,0
"ENSG00000006284",61,30,81,99,41,114
"ENSG00000006285",1,0,0,0,0,0
"ENSG00000006286",49,60,70,19,13,35
"ENSG00000006287",17,12,5,4,5,5
"ENSG00000006288",620,813,844,571,464,753
"ENSG00000006289",26,24,14,17,40,15
"ENSG00000006290",143,93,74,180,86,124
"ENSG00000006291",0,1,2,2,1,1
"ENSG00000006292",3,12,9,10,7,6
"ENSG00000006293",0,0,0,0,0,0
"ENSG00000006294",5,2,4,0,1,2
"ENSG00000006295",1,0,3,3,0,0
"ENSG00000006296",238,59,80,146,86,41
"ENSG00000006297",8,14,5,26,11,10
"ENSG00000006298",16,6,1,7,14,7
"ENSG00000006299",0,1,1,0,0,0
"ENSG00000006300",94,45,26,71,30,54
"ENSG00000006301",46,84,19,82,74,78
"ENSG00000006302",4,1,1,3,3,2
"ENSG00000006303",146,76,29,56,81,63
"ENSG00000006304",144,28,55,133,46,73
"ENSG00000006305",965,1611,727,665,321,1026
"ENSG00000006306",4,1,0,1,3,2
"ENSG00000006307",34,23,24,40,47,48
"ENSG00000006308",0,2,0,0,0,2
"ENSG00000006309",1,1,0,2,0,0
"ENSG00000006310",68,64,24,96,91,120
"ENSG00000006311",0,1,1,2,0,0
"ENSG00000006312",1,3,0,1,0,2
"ENSG00000006313",96,136,9,37,55,43
"ENSG00000006314",32,11,24,17,26,3
"ENSG00000006315",0,0,0,0,0,0
"ENSG00000006316",0,0,0,0,3,1
"ENSG00000006317",0,0,1,2,1,1
"ENSG00000006318",998,662,632,411,563,711
"ENSG00000006319",0,0,1,0,1,0
"ENSG00000006320",0,0,0,0,0,0
"ENSG00000006321",261,110,121,208,298,89
"ENSG00000006322",0,1,2,1,0,0
"ENSG00000006323",5,5,5,7,2,12
"ENSG00000006324",1,0,3,1,2,4
"ENSG00000006325",104,160,83,89,132,65
"ENSG00000006326",1,0,0,0,1,1
"ENSG00000006327",0,0,0,0,0,0
"ENSG00000006328",2667,839,2087,1075,860,2913
"ENSG00000006329",0,0,0,2,0,2
"ENSG00000006330",42,21,26,21,17,12
"ENSG00000006331",1,1,1,1,0,3
"ENSG00000006332",37,29,26,13,34,38
"ENSG00000006333",1,2,0,0,1,0
"ENSG00000006334",0,1,0,0,0,0
"ENSG00000006335",2,2,1,2,4,1
"ENSG00000006336",7,1,0,4,0,1
"ENSG00000006337",0,0,0,1,0,1
"ENSG00000006338",0,0,0,0,0,0
"ENSG00000006339",10,6,8,11,23,10
"ENSG00000006340",3,6,0,2,2,1
"ENSG00000006341",35,104,49,53,39,45
"ENSG00000006342",12,5,1,7,11,3
"ENSG00000006343",24,6,8,35,9,5
"ENSG00000006344",1,1,0,1,0,0
"ENSG00000006345",252,761,136,1315,711,329
"ENSG00000006346",0,0,0,0,0,0
"ENSG00000006347",0,1,0,0,1,3
"ENSG00000006348",6,17,2,8,5,8
"ENSG00000006349",0,0,0,0,0,0
"ENSG00000006350",47,47,98,14,65,55
"ENSG00000006351",0,0,0,0,0,0
"ENSG00000006352",7,6,4,6,6,12
"ENSG00000006353",20,19,51,11,35,20
"ENSG00000006354",9,3,7,0,3,4
"ENSG00000006355",0,1,0,0,0,0
"ENSG00000006356",2,3,2,0,7,1
"ENSG00000006357",40,16,31,18,27,20
"ENSG00000006358",627,237,845,394,380,317
"ENSG00000006359",19,5,24,7,10,8
"ENSG00000006360",85,84,74,27,60,23
"ENSG00000006361",3,1,2,0,1,1
"ENSG00000006362",22,22,6,14,16,11
"ENSG00000006363",24,5,3,7,15,11
"ENSG00000006364",106,68,51,69,28,36
"ENSG00000006365",24,16,25,18,11,5
"ENSG00000006366",25,47,21,12,22,30
"ENSG00000006367",0,0,0,0,0,0
"ENSG00000006368",30,17,5,4,14,10
"ENSG00000006369",0,0,1,1,0,1
"ENSG00000006370",1,0,1,0,0,1
"ENSG00000006371",18,15,3,5,8,11
"ENSG00000006372",286,141,98,73,106,106
"ENSG00000006373",131,125,107,73,153,79
"ENSG00000006374",1493,932,397,847,1011,1169
"ENSG00000006375",0,0,0,0,0,0
"ENSG00000006376",28,63,44,35,53,19
"ENSG00000006377",16,55,16,29,57,36
"ENSG00000006378",1040,1078,605,1017,696,607
"ENSG00000006379",0,0,1,0,0,1
"ENSG00000006380",5,7,11,51,28,26
"ENSG00000006381",26,11,10,14,5,9
"ENSG00000006382",7,7,2,4,3,2
"ENSG00000006383",15,55,12,27,36,10
"ENSG00000006384",6,3,2,0,0,5
"ENSG00000006385",1,4,3,1,1,2
"ENSG00000006386",27,24,26,32,34,13
"ENSG00000006387",287,231,425,499,510,531
"ENSG00000006388",70,58,61,73,119,61
"ENSG00000006389",1225,830,299,540,234,583
"ENSG00000006390",4,1,2,1,1,1
"ENSG00000006391",1,0,1,0,0,0
"ENSG00000006392",0,2,0,0,0,0
"ENSG00000006393",4,2,3,1,2,3
"ENSG00000006394",0,0,1,1,0,0
"ENSG00000006395",16,25,7,1,9,11
"ENSG00000006396",61,74,71,63,106,76
"ENSG00000006397",1,1,0,1,1,0
"ENSG00000006398",62,58,42,101,63,108
"ENSG00000006399",1,2,1,1,0,2
"ENSG00000006400",0,0,0,0,0,1
"ENSG00000006401",201,254,238,115,235,295
"ENSG00000006402",30,17,22,8,35,7
"ENSG00000006403",0,1,0,1,2,1
"ENSG00000006404",25,31,39,9,35,56
"ENSG00000006405",0,1,0,0,0,0
"ENSG00000006406",1,1,0,0,0,1
"ENSG00000006407",2,1,0,2,0,3
"ENSG00000006408",43,89,57,102,75,34
"ENSG00000006409",794,1472,691,178,378,741
"ENSG00000006410",3,4,10,25,12,15
"ENSG00000006411",11,5,1,13,0,4
"ENSG00000006412",2,0,0,0,1,2
"ENSG00000006413",4,5,1,1,6,1
"ENSG00000006414",1,6,2,1,4,3
"ENSG00000006415",1,5,8,0,0,0
"ENSG00000006416",83,47,33,18,50,72
"ENSG00000006417",37,18,26,13,7,31
"ENSG00000006418",3,2,0,3,10,1
"ENSG00000006419",8,24,9,16,13,13
"ENSG00000006420",0,0,0,0,1,0
"ENSG00000006421",0,0,2,0,2,1
"ENSG00000006422",0,2,0,0,0,0
"ENSG00000006423",0,0,0,0,0,0
"ENSG00000006424",71,50,56,82,78,36
"ENSG00000006425",1,0,0,1,2,0
"ENSG00000006426",0,1,0,0,1,0
"ENSG00000006427",86,48,29,33,41,69
"ENSG00000006428",5,8,9,8,8,9
"ENSG00000006429",453,481,232,271,347,206
"ENSG00000006430",17,23,23,22,26,24
"ENSG00000006431",54,129,126,178,278,118
"ENSG00000006432",91,54,73,34,60,49
"ENSG00000006433",0,0,1,0,1,0
"ENSG00000006434",290,307,160,242,343,157
"ENSG00000006435",105,64,107,30,56,128
"ENSG00000006436",6,16,20,11,20,11
"ENSG00000006437",111,200,100,216,104,98
"ENSG00000006438",420,695,116,362,131,373
"ENSG00000006439",2,0,1,0,0,0
"ENSG00000006440",0,0,1,0,1,1
"ENSG00000006441",0,0,0,0,0,0
"ENSG00000006442",57,93,33,245,86,121
"ENSG00000006443",1,1,0,1,0,0
"ENSG00000006444",0,0,0,0,0,0
"ENSG00000006445",29,20,9,31,22,27
"ENSG00000006446",36,29,11,16,24,23
"ENSG00000006447",1,2,4,1,3,2
"ENSG00000006448",64,127,70,56,73,59
"ENSG00000006449",1,1,1,0,0,0
"ENSG00000006450",0,0,0,2,0,1
"ENSG00000006451",71,52,19,43,11,36
"ENSG00000006452",7,3,8,11,7,4
"ENSG00000006453",28,21,11,13,37,26
"ENSG00000006454",249,107,61,79,217,142
"ENSG00000006455",125,191,108,125,145,163
"ENSG00000006456",0,0,0,0,0,1
"ENSG00000006457",0,0,0,0,0,0
"ENSG00000006458",0,1,1,1,0,1
"ENSG00000006459",0,1,1,1,0,2
"ENSG00000006460",12,7,12,14,14,14
"ENSG00000006461",12,40,34,53,48,29
"ENSG00000006462",69,128,19,55,50,17
"ENSG00000006463",1,1,0,0,0,0
"ENSG00000006464",26,40,14,34,32,24
"ENSG00000006465",47,64,38,52,116,54
"ENSG00000006466",285,108,176,115,150,166
"ENSG00000006467",10,12,24,30,25,8
"ENSG00000006468",58,83,32,50,42,29
"ENSG00000006469",37,30,19,9,59,50
"ENSG00000006470",73,118,129,150,196,205
"ENSG00000006471",331,186,226,245,394,167
"ENSG00000006472",7,4,2,3,1,8
"ENSG00000006473",884,581,1098,1226,782,614
"ENSG00000006474",278,137,89,109,80,139
"ENSG00000006475",14,36,20,16,11,16
"ENSG00000006476",4,4,0,3,4,1
"ENSG00000006477",25,19,48,15,57,34
"ENSG00000006478",1,1,0,1,0,3
"ENSG00000006479",28,35,27,20,16,24
"ENSG00000006480",6,8,2,6,7,3
"ENSG00000006481",0,1,1,0,0,0
"ENSG00000006482",4,18,1,8,11,6
"ENSG00000006483",13,6,9,6,5,5
"ENSG00000006484",12,10,8,7,20,5
"ENSG00000006485",0,0,0,0,0,0
"ENSG00000006486",6,5,3,5,1,3
"ENSG00000006487",0,7,4,10,7,0
"ENSG00000006488",1298,522,866,740,1067,1982
"ENSG00000006489",30,48,27,18,53,33
"ENSG00000006490",30,23,12,48,29,59
"ENSG00000006491",7,1,2,4,9,8
"ENSG00000006492",13,1,6,9,5,7
"ENSG00000006493",4,5,2,0,1,2
"ENSG00000006494",135,50,119,133,291,65
"ENSG00000006495",204,189,125,224,95,136
"ENSG00000006496",32,22,30,16,12,32
"ENSG00000006497",3,0,2,1,0,0
"ENSG00000006498",0,1,1,2,0,0
"ENSG00000006499",12,10,8,20,10,3
"ENSG00000006500",2,0,0,0,0,0
"ENSG00000006501",265,362,216,455,80,163
"ENSG00000006502",1,3,0,4,2,3
"ENSG00000006503",71,96,54,81,93,101
"ENSG00000006504",13,16,4,44,20,7
"ENSG00000006505",3,4,14,8,11,6
"ENSG00000006506",5,3,1,2,0,2
"ENSG00000006507",2,5,1,1,1,1
"ENSG00000006508",0,0,1,1,0,0
"ENSG00000006509",7,9,3,6,8,7
"ENSG00000006510",46,36,45,35,59,55
"ENSG00000006511",0,0,0,0,0,0
"ENSG00000006512",14,22,8,2,27,19
"ENSG00000006513",2375,1519,1114,679,1321,329
"ENSG00000006514",3,12,2,5,2,8
"ENSG00000006515",0,1,0,0,1,2
"ENSG00000006516",0,0,0,1,1,0
"ENSG00000006517",225,179,113,36,147,163
"ENSG00000006518",3,6,2,3,6,7
"ENSG00000006519",52,35,54,84,20,41
"ENSG00000006520",112,50,34,69,66,40
"ENSG00000006521",0,1,0,0,0,2
"ENSG00000006522",198,123,104,36,165,127
"ENSG00000006523",6,8,7,6,4,7
"ENSG00000006524",16,5,12,9,13,16
"ENSG00000006525",1,1,0,1,0,1
"ENSG00000006526",1873,1048,885,354,1115,671
"ENSG00000006527",2,4,1,0,0,1
"ENSG00000006528",3,1,1,2,2,0
"ENSG00000006529",0,0,0,0,0,0
"ENSG00000006530",3,2,1,2,3,2
"ENSG00000006531",24,25,7,13,30,19
"ENSG00000006532",1,2,3,5,7,4
"ENSG00000006533",0,0,1,1,1,0
"ENSG00000006534",413,287,122,296,336,486
"ENSG00000006535",2,0,0,1,1,1
"ENSG00000006536",1,1,0,2,1,1
"ENSG00000006537",0,0,0,0,0,0
"ENSG00000006538",1,0,0,1,0,1
"ENSG00000006539",2,0,1,1,1,0
"ENSG00000006540",0,1,0,0,2,0
"ENSG00000006541",2,0,0,0,1,1
"ENSG00000006542",45,65,59,47,72,98
"ENSG00000006543",1,1,2,1,0,0
"ENSG00000006544",25,9,17,8,11,9
"ENSG00000006545",0,0,0,0,2,1
"ENSG00000006546",560,129,92,269,180,137
"ENSG00000006547",13,10,7,3,7,10
"ENSG00000006548",39,65,41,75,33,40
"ENSG00000006549",26,30,11,8,14,14
"ENSG00000006550",1,0,1,1,0,0
"ENSG00000006551",8,6,8,1,2,19
"ENSG00000006552",1,6,5,2,6,6
"ENSG00000006553",0,0,0,0,0,0
"ENSG00000006554",1,0,0,0,0,1
"ENSG00000006555",2,2,0,0,3,3
"ENSG00000006556",1,7,3,4,4,2
"ENSG00000006557",15,36,16,37,8,24
"ENSG00000006558",0,1,0,0,0,0
"ENSG00000006559",6,8,14,20,7,11
"ENSG00000006560",437,133,128,284,98,391
"ENSG00000006561",13,13,4,2,21,15
"ENSG00000006562",1,1,0,0,2,1
"ENSG00000006563",23,20,13,11,13,35
"ENSG00000006564",0,3,0,0,2,2
"ENSG00000006565",10,6,1,3,1,3
"ENSG00000006566",0,0,0,0,2,0
"ENSG00000006567",11,6,13,14,11,3
"ENSG00000006568",11,8,7,8,5,3
"ENSG00000006569",7,5,2,11,2,0
"ENSG00000006570",2,3,3,1,1,2
"ENSG00000006571",65,25,19,22,34,34
"ENSG00000006572",0,0,0,0,0,2
"ENSG00000006573",0,1,0,1,0,0
"ENSG00000006574",0,0,0,0,0,0
"ENSG00000006575",9,6,6,11,5,9
"ENSG00000006576",0,1,0,0,1,0
"ENSG00000006577",0,1,0,2,0,0
"ENSG00000006578",0,0,2,1,0,0
"ENSG00000006579",10,11,4,6,7,23
"ENSG00000006580",152,112,131,226,88,124
"ENSG00000006581",0,0,1,2,1,1
"ENSG00000006582",32,62,33,31,29,52
"ENSG00000006583",51,27,57,30,43,20
"ENSG00000006584",554,491,402,203,198,210
"ENSG00000006585",4479,3709,1280,574,1020,1938
"ENSG00000006586",362,361,271,309,334,367
"ENSG00000006587",0,0,0,0,0,0
"ENSG00000006588",1,2,0,0,0,1
"ENSG00000006589",2,0,3,2,0,1
"ENSG00000006590",10,7,2,1,8,13
"ENSG00000006591",2,2,0,1,2,2
"ENSG00000006592",1,0,1,1,2,1
"ENSG00000006593",1,0,2,0,0,0
"ENSG00000006594",6,12,1,0,5,2
"ENSG00000006595",1,2,2,2,2,0
"ENSG00000006596",47,3,19,32,37,28
"ENSG00000006597",638,622,238,197,407,362
"ENSG00000006598",1,2,0,0,0,2
"ENSG00000006599",0,1,0,1,0,0
"ENSG00000006600",45,51,29,26,43,12
"ENSG00000006601",4,5,1,4,2,4
"ENSG00000006602",0,0,2,3,2,0
"ENSG00000006603",2,1,0,1,0,1
"ENSG00000006604",1,1,0,0,0,0
"ENSG00000006605",3,1,1,0,0,2
"ENSG00000006606",7,22,10,11,7,2
"ENSG00000006607",0,1,1,0,0,1
"ENSG00000006608",75,14,21,45,25,35
"ENSG00000006609",3,0,1,0,1,1
"ENSG00000006610",3,12,9,17,9,5
"ENSG00000006611",37,50,27,89,94,20
"ENSG00000006612",0,0,0,0,0,0
"ENSG00000006613",0,0,0,0,0,0
"ENSG00000006614",5,2,2,7,0,3
"ENSG00000006615",9,1,17,10,13,18
"ENSG00000006616",7,2,1,2,8,0
"ENSG00000006617",754,1359,2580,461,2452,1156
"ENSG00000006618",10627,8081,5452,13024,4617,8207
"ENSG00000006619",12,13,16,7,23,5
"ENSG00000006620",1,0,0,1,1,1
"ENSG00000006621",0,0,0,0,0,2
"ENSG00000006622",0,0,0,0,0,0
"ENSG00000006623",0,1,2,0,2,2
"ENSG00000006624",1,1,0,0,1,0
"ENSG00000006625",91,62,93,61,84,97
"ENSG00000006626",3,2,1,0,0,0
"ENSG00000006627",0,0,0,0,0,0
"ENSG00000006628",3,1,12,9,8,10
"ENSG00000006629",9,33,10,9,16,12
"ENSG00000006630",129,71,36,66,97,54
"ENSG00000006631",0,0,0,0,0,0
"ENSG00000006632",1,0,2,0,0,0
"ENSG00000006633",1,0,0,0,3,0
"ENSG00000006634",0,2,1,0,0,0
"ENSG00000006635",291,636,97,155,98,381
"ENSG00000006636",8,3,2,7,3,5
"ENSG00000006637",9,0,9,1,2,1
"ENSG00000006638",23,14,4,10,11,22
"ENSG00000006639",330,99,606,739,327,741
"ENSG00000006640",84,42,27,31,56,34
"ENSG00000006641",0,1,1,1,3,0
"ENSG00000006642",1,2,1,1,1,1
