"","data/Exp2_A_Sample_1","data/Exp2_A_Sample_2","data/Exp2_B_Sample_1","data/Exp2_B_Sample_2","data/Exp2_C_Sample_1","data/Exp2_C_Sample_2"
"ENSG00000005123",17,18,17,7,12,23
"ENSG00000005124",0,0,0,0,0,0
"ENSG00000005125",39,162,168,72,68,52
"ENSG00000005126",1378,1870,2153,1503,2430,1451
"ENSG00000005127",0,0,0,0,0,0
"ENSG00000005128",0,2,2,1,3,2
"ENSG00000005129",2,0,2,1,1,3
"ENSG00000005130",26,16,22,20,24,16
"ENSG00000005131",59,54,23,41,107,51
"ENSG00000005132",28,85,58,87,74,182
"ENSG00000005133",139,238,131,98,180,188
"ENSG00000005134",161,233,72,229,142,91
"ENSG00000005135",57,26,52,21,30,53
"ENSG00000005136",1,1,1,3,0,0
"ENSG00000005137",1,4,4,1,1,1
"ENSG00000005138",0,1,1,1,1,0
"ENSG00000005139",0,0,0,0,1,0
"ENSG00000005140",0,1,0,1,0,0
"ENSG00000005141",302,736,476,657,340,629
"ENSG00000005142",1,1,0,0,0,0
"ENSG00000005143",0,2,1,0,0,0
"ENSG00000005144",2,0,0,0,0,0
"ENSG00000005145",48,58,27,32,20,104
"ENSG00000005146",0,1,1,0,0,0
"ENSG00000005147",98,209,203,70,181,69
"ENSG00000005148",10,0,8,14,7,8
"ENSG00000005149",45,46,69,28,71,52
"ENSG00000005150",3,9,0,10,3,7
"ENSG00000005151",3,7,9,12,8,11
"ENSG00000005152",1,1,0,0,1,1
"ENSG00000005153",7,3,13,11,9,10
"ENSG00000005154",0,0,0,1,0,0
"ENSG00000005155",0,3,6,2,0,0
"ENSG00000005156",94,294,200,382,468,191
"ENSG00000005157",15,19,14,22,20,22
"ENSG00000005158",0,0,0,0,1,0
"ENSG00000005159",6,12,14,9,6,4
"ENSG00000005160",0,1,0,0,1,0
"ENSG00000005161",0,5,7,1,1,3
"ENSG00000005162",0,1,5,1,4,2
"ENSG00000005163",39,32,16,87,19,46
"ENSG00000005164",49,35,55,19,58,72
"ENSG00000005165",1,1,4,5,1,3
"ENSG00000005166",0,0,0,0,0,0
"ENSG00000005167",34,107,87,90,83,72
"ENSG00000005168",0,0,1,0,1,1
"ENSG00000005169",0,7,1,3,4,5
"ENSG00000005170",15,10,16,9,7,4
"ENSG00000005171",75,112,76,74,95,16
"ENSG00000005172",0,1,0,0,0,0
"ENSG00000005173",5,12,16,4,3,13
"ENSG00000005174",22,28,27,18,39,19
"ENSG00000005175",0,0,1,1,1,2
"ENSG00000005176",3,0,0,1,3,2
"ENSG00000005177",12,44,26,13,16,17
"ENSG00000005178",10,11,24,39,10,14
"ENSG00000005179",88,194,256,214,249,106
"ENSG00000005180",2266,5644,11529,4940,6927,5821
"ENSG00000005181",9,7,7,5,8,15
"ENSG00000005182",114,99,226,86,163,94
"ENSG00000005183",1,0,0,1,0,0
"ENSG00000005184",0,1,2,1,0,0
"ENSG00000005185",61,127,138,50,62,54
"ENSG00000005186",1412,2217,4617,3098,7020,1295
"ENSG00000005187",7,6,3,2,1,9
"ENSG00000005188",42,79,48,68,36,60
"ENSG00000005189",0,2,2,0,4,2
"ENSG00000005190",2,1,0,0,1,1
"ENSG00000005191",0,0,2,1,0,0
"ENSG00000005192",268,1012,777,910,655,700
"ENSG00000005193",1,1,0,0,0,0
"ENSG00000005194",0,1,1,0,1,0
"ENSG00000005195",0,0,0,1,0,0
"ENSG00000005196",3,1,1,1,0,0
"ENSG00000005197",0,0,0,0,0,0
"ENSG00000005198",14,22,33,32,15,22
"ENSG00000005199",1,0,4,4,1,1
"ENSG00000005200",0,5,5,6,2,10
"ENSG00000005201",22,26,26,16,14,12
"ENSG00000005202",10,6,12,22,7,36
"ENSG00000005203",1,0,1,1,0,1
"ENSG00000005204",26,164,98,71,66,56
"ENSG00000005205",6,28,21,11,23,11
"ENSG00000005206",503,613,293,375,465,318
"ENSG00000005207",0,0,0,0,0,0
"ENSG00000005208",1,1,1,1,1,1
"ENSG00000005209",7,8,5,8,4,11
"ENSG00000005210",10,17,6,12,23,25
"ENSG00000005211",19,16,12,32,19,32
"ENSG00000005212",0,0,1,0,0,0
"ENSG00000005213",0,0,0,0,0,0
"ENSG00000005214",0,0,0,1,0,0
"ENSG00000005215",9,3,11,8,3,5
"ENSG00000005216",21,48,17,18,23,34
"ENSG00000005217",13,32,21,15,26,15
"ENSG00000005218",27,14,7,13,15,7
"ENSG00000005219",410,408,184,390,812,218
"ENSG00000005220",46,38,18,36,25,41
"ENSG00000005221",0,1,0,0,1,2
"ENSG00000005222",0,0,2,1,1,0
"ENSG00000005223",3,15,10,3,3,4
"ENSG00000005224",0,0,1,1,0,1
"ENSG00000005225",1,1,0,0,0,1
"ENSG00000005226",0,0,0,2,0,0
"ENSG00000005227",0,0,0,0,0,1
"ENSG00000005228",0,0,0,0,0,0
"ENSG00000005229",0,0,0,1,0,0
"ENSG00000005230",9,9,2,6,14,6
"ENSG00000005231",6,17,13,25,6,3
"ENSG00000005232",1,0,1,0,1,0
"ENSG00000005233",3100,6852,5201,3054,1388,6017
"ENSG00000005234",0,0,0,1,0,0
"ENSG00000005235",2,16,12,5,7,7
"ENSG00000005236",10,13,10,9,20,12
"ENSG00000005237",0,1,0,1,0,0
"ENSG00000005238",41,11,68,33,57,64
"ENSG00000005239",0,1,0,0,0,0
"ENSG00000005240",12,52,66,78,25,48
"ENSG00000005241",3,3,6,3,1,2
"ENSG00000005242",93,166,100,116,50,90
"ENSG00000005243",2,0,1,0,0,2
"ENSG00000005244",1,0,1,1,0,0
"ENSG00000005245",0,0,0,0,0,0
"ENSG00000005246",94,91,67,54,77,127
"ENSG00000005247",64,83,53,51,64,140
"ENSG00000005248",21,105,95,77,76,38
"ENSG00000005249",1,0,0,0,0,0
"ENSG00000005250",24,125,36,79,23,29
"ENSG00000005251",1,19,15,10,10,2
"ENSG00000005252",16,11,4,6,33,12
"ENSG00000005253",1,1,0,0,1,2
"ENSG00000005254",6,21,13,21,8,14
"ENSG00000005255",3,12,8,4,6,8
"ENSG00000005256",1,0,0,0,0,1
"ENSG00000005257",2,1,2,3,4,1
"ENSG00000005258",3,4,7,10,1,1
"ENSG00000005259",25,55,79,47,51,46
"ENSG00000005260",10,23,20,6,22,6
"ENSG00000005261",1,2,2,0,0,1
"ENSG00000005262",118,244,151,78,89,152
"ENSG00000005263",1,2,0,1,0,0
"ENSG00000005264",241,369,229,311,111,289
"ENSG00000005265",9,31,13,17,16,31
"ENSG00000005266",1,1,3,1,0,0
"ENSG00000005267",13,45,12,24,6,9
"ENSG00000005268",2,0,1,2,1,0
"ENSG00000005269",0,1,1,0,0,0
"ENSG00000005270",13,78,20,12,23,32
"ENSG00000005271",1556,2741,3080,1664,1063,1487
"ENSG00000005272",20,20,53,26,23,11
"ENSG00000005273",1,0,1,3,1,0
"ENSG00000005274",16,19,5,26,6,25
"ENSG00000005275",0,2,2,0,1,1
"ENSG00000005276",18,32,26,7,11,13
"ENSG00000005277",0,1,0,0,1,1
"ENSG00000005278",0,0,0,0,0,0
"ENSG00000005279",0,0,1,0,0,0
"ENSG00000005280",0,0,0,0,0,1
"ENSG00000005281",10,4,16,6,5,5
"ENSG00000005282",3,1,1,0,0,2
"ENSG00000005283",31,9,41,19,25,15
"ENSG00000005284",2,2,0,1,0,0
"ENSG00000005285",1,1,0,2,0,1
"ENSG00000005286",139,353,328,261,423,527
"ENSG00000005287",578,1100,247,387,365,712
"ENSG00000005288",10,16,14,13,9,7
"ENSG00000005289",7,25,20,24,28,24
"ENSG00000005290",0,0,0,0,0,2
"ENSG00000005291",0,0,0,2,1,0
"ENSG00000005292",0,0,0,0,0,0
"ENSG00000005293",125,239,98,278,89,73
"ENSG00000005294",41,50,15,58,97,46
"ENSG00000005295",174,239,141,180,86,178
"ENSG00000005296",2,0,0,0,0,0
"ENSG00000005297",73,137,109,299,236,78
"ENSG00000005298",62,162,226,188,75,134
"ENSG00000005299",1,0,0,0,0,1
"ENSG00000005300",29,37,37,42,28,58
"ENSG00000005301",1,2,2,0,1,1
"ENSG00000005302",1,2,0,0,1,2
"ENSG00000005303",4,29,4,5,6,10
"ENSG00000005304",63,65,130,162,70,38
"ENSG00000005305",10,45,19,13,19,27
"ENSG00000005306",0,0,0,0,0,0
"ENSG00000005307",882,1460,1023,2031,1512,762
"ENSG00000005308",1,0,0,0,0,0
"ENSG00000005309",47,41,129,38,128,110
"ENSG00000005310",0,0,0,0,0,1
"ENSG00000005311",1,0,0,0,0,0
"ENSG00000005312",33,74,37,24,27,32
"ENSG00000005313",1,2,2,0,0,2
"ENSG00000005314",0,1,1,0,0,2
"ENSG00000005315",1,0,0,1,0,0
"ENSG00000005316",144,87,69,78,145,32
"ENSG00000005317",0,2,1,3,1,0
"ENSG00000005318",2,1,0,4,1,1
"ENSG00000005319",21,49,36,18,19,14
"ENSG00000005320",4,3,8,5,6,3
"ENSG00000005321",0,1,1,0,0,2
"ENSG00000005322",13,23,5,13,26,28
"ENSG00000005323",46,32,41,34,25,46
"ENSG00000005324",0,0,1,0,0,0
"ENSG00000005325",2,5,1,1,2,1
"ENSG00000005326",1,0,2,0,1,1
"ENSG00000005327",0,0,2,1,0,0
"ENSG00000005328",28,80,78,83,69,93
"ENSG00000005329",0,0,0,1,0,2
"ENSG00000005330",9,23,14,37,28,19
"ENSG00000005331",0,0,1,1,0,1
"ENSG00000005332",1,1,0,0,1,1
"ENSG00000005333",59,32,39,5,15,33
"ENSG00000005334",5,31,13,8,4,8
"ENSG00000005335",0,0,1,0,0,2
"ENSG00000005336",9,14,19,22,11,9
"ENSG00000005337",40,45,94,39,36,15
"ENSG00000005338",7,18,8,16,13,4
"ENSG00000005339",0,0,0,0,0,0
"ENSG00000005340",0,1,1,0,0,0
"ENSG00000005341",9,13,5,21,13,23
"ENSG00000005342",22,23,36,19,6,25
"ENSG00000005343",1,0,1,0,0,1
"ENSG00000005344",345,509,605,482,499,761
"ENSG00000005345",4,12,29,9,6,11
"ENSG00000005346",0,0,0,1,0,0
"ENSG00000005347",0,1,0,0,1,1
"ENSG00000005348",3,13,3,4,3,8
"ENSG00000005349",0,0,0,0,0,0
"ENSG00000005350",46,100,70,39,41,50
"ENSG00000005351",1,2,0,0,0,1
"ENSG00000005352",102,67,44,17,53,65
"ENSG00000005353",0,0,0,0,0,0
"ENSG00000005354",0,0,1,2,0,0
"ENSG00000005355",107,384,294,413,185,277
"ENSG00000005356",2,9,10,6,3,6
"ENSG00000005357",361,135,106,258,244,368
"ENSG00000005358",132,39,110,54,124,67
"ENSG00000005359",1,0,1,0,1,1
"ENSG00000005360",0,0,0,0,0,0
"ENSG00000005361",29,30,33,75,33,40
"ENSG00000005362",1,5,2,3,3,1
"ENSG00000005363",1,3,3,6,5,4
"ENSG00000005364",0,0,7,0,2,4
"ENSG00000005365",8,31,10,43,20,16
"ENSG00000005366",2,0,4,1,3,1
"ENSG00000005367",0,0,0,0,0,0
"ENSG00000005368",0,0,2,0,1,0
"ENSG00000005369",0,0,0,0,2,0
"ENSG00000005370",0,0,1,1,0,0
"ENSG00000005371",80,73,50,17,118,129
"ENSG00000005372",0,0,0,1,0,0
"ENSG00000005373",0,1,1,1,2,0
"ENSG00000005374",219,365,186,85,126,167
"ENSG00000005375",3,0,1,1,1,1
"ENSG00000005376",2,0,0,0,0,0
"ENSG00000005377",1,0,1,1,0,0
"ENSG00000005378",118,64,67,122,88,79
"ENSG00000005379",18,20,13,45,13,15
"ENSG00000005380",0,0,0,0,0,0
"ENSG00000005381",0,1,0,0,0,0
"ENSG00000005382",44,73,107,94,22,82
"ENSG00000005383",11,16,16,11,4,31
"ENSG00000005384",0,0,0,1,0,1
"ENSG00000005385",2,1,0,0,0,0
"ENSG00000005386",1,0,0,0,0,1
"ENSG00000005387",0,11,6,10,5,6
"ENSG00000005388",7,25,30,39,20,22
"ENSG00000005389",0,0,0,0,0,0
"ENSG00000005390",51,65,30,42,38,66
"ENSG00000005391",28,16,46,13,9,28
"ENSG00000005392",205,523,461,183,261,293
"ENSG00000005393",629,3002,1455,616,646,1250
"ENSG00000005394",1,7,4,1,5,7
"ENSG00000005395",92,318,96,68,220,81
"ENSG00000005396",6,9,2,4,3,3
"ENSG00000005397",1,0,0,1,0,1
"ENSG00000005398",16,52,19,21,38,35
"ENSG00000005399",321,405,211,324,494,484
"ENSG00000005400",19,10,31,32,10,12
"ENSG00000005401",6,13,22,12,14,13
"ENSG00000005402",1,0,0,0,1,0
"ENSG00000005403",1,7,1,0,1,2
"ENSG00000005404",87,31,158,45,70,43
"ENSG00000005405",2,4,0,2,4,3
"ENSG00000005406",0,0,1,1,1,0
"ENSG00000005407",0,0,1,0,2,0
"ENSG00000005408",5,1,1,6,3,2
"ENSG00000005409",1,3,1,6,2,5
"ENSG00000005410",726,757,425,372,256,698
"ENSG00000005411",1,1,1,0,0,0
"ENSG00000005412",1,2,0,1,2,1
"ENSG00000005413",0,0,1,0,0,0
"ENSG00000005414",245,556,188,517,912,457
"ENSG00000005415",39,16,58,114,58,45
"ENSG00000005416",1,0,0,0,1,0
"ENSG00000005417",155,166,121,260,95,149
"ENSG00000005418",10,74,37,36,45,42
"ENSG00000005419",0,0,1,2,0,1
"ENSG00000005420",9,12,34,14,22,11
"ENSG00000005421",1,0,3,1,0,1
"ENSG00000005422",6,37,8,26,2,22
"ENSG00000005423",0,0,0,0,0,0
"ENSG00000005424",3,7,12,6,15,3
"ENSG00000005425",1,1,1,1,1,1
"ENSG00000005426",0,2,0,0,1,0
"ENSG00000005427",1,0,6,4,1,1
"ENSG00000005428",9,42,21,49,22,15
"ENSG00000005429",15,22,12,20,40,22
"ENSG00000005430",1,1,0,0,0,0
"ENSG00000005431",2,10,3,9,5,4
"ENSG00000005432",9,4,8,4,6,3
"ENSG00000005433",2,0,1,0,0,0
"ENSG00000005434",0,0,0,0,0,0
"ENSG00000005435",25,15,13,30,33,41
"ENSG00000005436",1,1,0,0,0,2
"ENSG00000005437",0,0,0,0,0,0
"ENSG00000005438",0,4,0,1,2,2
"ENSG00000005439",6,9,15,11,6,6
"ENSG00000005440",22,46,13,14,16,25
"ENSG00000005441",3,6,2,10,8,5
"ENSG00000005442",6,8,7,7,6,6
"ENSG00000005443",1,1,1,0,0,0
"ENSG00000005444",2,2,1,1,3,3
"ENSG00000005445",12,17,11,42,29,55
"ENSG00000005446",64,167,73,35,55,80
"ENSG00000005447",0,0,0,0,0,0
"ENSG00000005448",0,0,1,1,0,0
"ENSG00000005449",1,0,0,0,0,0
"ENSG00000005450",533,2298,1431,777,1386,2115
"ENSG00000005451",0,0,0,0,0,0
"ENSG00000005452",0,0,2,0,0,2
"ENSG00000005453",26,15,29,26,33,31
"ENSG00000005454",2,6,2,5,15,5
"ENSG00000005455",24,61,18,57,46,40
"ENSG00000005456",2,0,0,1,0,0
"ENSG00000005457",44,75,117,85,38,41
"ENSG00000005458",19,30,13,35,19,6
"ENSG00000005459",163,136,241,93,180,176
"ENSG00000005460",1,2,2,1,4,2
"ENSG00000005461",138,349,151,133,91,270
"ENSG00000005462",28,45,35,26,56,36
"ENSG00000005463",15,38,16,12,5,18
"ENSG00000005464",7,21,15,22,9,5
"ENSG00000005465",381,886,186,223,422,205
"ENSG00000005466",1,0,0,1,0,0
"ENSG00000005467",0,1,3,0,1,2
"ENSG00000005468",2,5,11,7,3,4
"ENSG00000005469",2,0,0,2,0,0
"ENSG00000005470",1,0,0,0,1,1
"ENSG00000005471",0,0,0,0,0,0
"ENSG00000005472",5,6,3,14,8,5
"ENSG00000005473",11,9,16,16,3,12
"ENSG00000005474",0,0,0,1,0,0
"ENSG00000005475",0,5,4,2,2,5
"ENSG00000005476",0,0,1,2,0,0
"ENSG00000005477",11,26,15,15,6,17
"ENSG00000005478",0,0,0,0,0,0
"ENSG00000005479",0,0,0,1,0,0
"ENSG00000005480",6,24,4,7,4,13
"ENSG00000005481",1,5,3,1,1,0
"ENSG00000005482",7,1,1,1,2,1
"ENSG00000005483",448,181,314,290,493,376
"ENSG00000005484",2,4,1,1,0,0
"ENSG00000005485",1,0,0,0,0,0
"ENSG00000005486",0,2,1,1,0,1
"ENSG00000005487",0,0,0,0,0,0
"ENSG00000005488",0,1,0,0,1,0
"ENSG00000005489",8,18,11,3,1,9
"ENSG00000005490",1,0,0,0,3,0
"ENSG00000005491",2,0,0,1,0,0
"ENSG00000005492",0,1,0,1,0,1
"ENSG00000005493",0,0,1,0,0,3
"ENSG00000005494",148,137,336,137,123,248
"ENSG00000005495",0,0,1,0,1,0
"ENSG00000005496",11,10,43,16,9,38
"ENSG00000005497",244,1018,270,433,373,268
"ENSG00000005498",0,1,1,1,0,1
"ENSG00000005499",9,41,82,40,79,35
"ENSG00000005500",0,0,0,0,0,0
"ENSG00000005501",0,2,2,0,2,0
"ENSG00000005502",6,26,18,20,11,33
"ENSG00000005503",27,54,33,13,23,56
"ENSG00000005504",14,34,37,45,24,49
"ENSG00000005505",67,122,99,132,85,71
"ENSG00000005506",22,33,10,12,20,12
"ENSG00000005507",5,6,2,19,11,6
"ENSG00000005508",115,148,152,167,113,147
"ENSG00000005509",0,1,2,1,0,0
"ENSG00000005510",116,827,355,524,654,617
"ENSG00000005511",173,357,756,460,568,238
"ENSG00000005512",89,189,176,143,302,282
"ENSG00000005513",58,68,166,131,80,39
"ENSG00000005514",0,0,0,0,0,0
"ENSG00000005515",3,2,4,2,0,4
"ENSG00000005516",240,249,372,473,279,199
"ENSG00000005517",25,41,88,86,86,64
"ENSG00000005518",0,0,1,1,0,0
"ENSG00000005519",0,1,1,0,1,0
"ENSG00000005520",0,1,1,2,1,2
"ENSG00000005521",18,55,9,32,15,33
"ENSG00000005522",18,27,14,8,16,19
"ENSG00000005523",1,3,0,0,0,0
"ENSG00000005524",0,0,0,1,0,1
"ENSG00000005525",0,2,1,0,1,0
"ENSG00000005526",1,1,0,1,1,0
"ENSG00000005527",24,7,34,15,16,22
"ENSG00000005528",5,9,5,2,2,8
"ENSG00000005529",356,502,553,264,159,354
"ENSG00000005530",1,2,0,2,2,0
"ENSG00000005531",0,1,0,1,0,1
"ENSG00000005532",20,56,94,35,9,55
"ENSG00000005533",1,0,0,3,1,0
"ENSG00000005534",1,1,2,0,1,0
"ENSG00000005535",2,0,0,0,0,4
"ENSG00000005536",10,18,9,7,9,11
"ENSG00000005537",188,694,284,83,246,380
"ENSG00000005538",2,5,10,8,4,8
"ENSG00000005539",10,27,37,36,28,22
"ENSG00000005540",0,1,0,1,0,0
"ENSG00000005541",17,15,22,44,29,27
"ENSG00000005542",18,94,42,66,93,19
"ENSG00000005543",5,4,17,6,9,8
"ENSG00000005544",4,14,1,2,8,13
"ENSG00000005545",0,1,1,0,1,0
"ENSG00000005546",2179,892,1436,1425,1446,2959
"ENSG00000005547",39,55,55,73,15,19
"ENSG00000005548",198,160,77,646,390,270
"ENSG00000005549",105,104,321,160,64,268
"ENSG00000005550",1,0,0,0,0,0
"ENSG00000005551",19,96,45,47,27,79
"ENSG00000005552",703,439,192,304,516,655
"ENSG00000005553",410,449,373,923,216,618
"ENSG00000005554",1,0,1,0,0,0
"ENSG00000005555",2,7,2,2,0,2
"ENSG00000005556",1,1,1,1,0,0
"ENSG00000005557",0,3,2,0,1,0
"ENSG00000005558",34,27,22,18,28,25
"ENSG00000005559",9,16,20,12,8,9
"ENSG00000005560",22,38,42,16,47,58
"ENSG00000005561",1,0,2,0,0,0
"ENSG00000005562",9,18,6,2,7,6
"ENSG00000005563",8,18,23,27,46,27
"ENSG00000005564",42,23,14,13,52,17
"ENSG00000005565",28,16,24,31,26,38
"ENSG00000005566",0,0,0,2,1,1
"ENSG00000005567",5832,8983,3023,3139,7730,5979
"ENSG00000005568",1,1,1,1,0,1
"ENSG00000005569",25,28,23,75,40,65
"ENSG00000005570",1,0,1,0,0,0
"ENSG00000005571",0,2,1,1,1,0
"ENSG00000005572",0,0,0,0,0,0
"ENSG00000005573",1,0,1,0,0,1
"ENSG00000005574",58,101,29,40,52,71
"ENSG00000005575",0,0,1,0,0,0
"ENSG00000005576",41,57,36,17,38,25
"ENSG00000005577",2,7,13,15,25,5
"ENSG00000005578",0,0,1,1,0,0
"ENSG00000005579",785,1917,568,597,764,610
"ENSG00000005580",8,17,13,11,4,8
"ENSG00000005581",0,3,0,2,0,1
"ENSG00000005582",0,3,1,1,0,6
"ENSG00000005583",15,29,13,15,50,41
"ENSG00000005584",51,51,52,17,13,19
"ENSG00000005585",0,0,1,0,0,1
"ENSG00000005586",34,28,36,38,14,23
"ENSG00000005587",1,1,0,0,0,2
"ENSG00000005588",11,9,13,7,7,15
"ENSG00000005589",32,23,16,27,20,48
"ENSG00000005590",0,0,0,1,0,1
"ENSG00000005591",8,9,7,7,8,5
"ENSG00000005592",4,12,5,11,16,5
"ENSG00000005593",2,1,0,0,0,1
"ENSG00000005594",0,0,1,0,1,1
"ENSG00000005595",948,1046,1075,881,304,825
"ENSG00000005596",0,0,0,0,2,0
"ENSG00000005597",139,186,247,197,129,149
"ENSG00000005598",44,40,80,65,26,36
"ENSG00000005599",6,4,11,10,9,34
"ENSG00000005600",1,0,1,0,1,0
"ENSG00000005601",0,0,0,0,2,0
"ENSG00000005602",16,13,9,6,7,8
"ENSG00000005603",1,0,0,2,1,2
"ENSG00000005604",2,4,4,9,6,1
"ENSG00000005605",1,1,2,0,0,1
"ENSG00000005606",0,0,1,0,0,0
"ENSG00000005607",1759,1002,722,1117,955,2017
"ENSG00000005608",0,0,0,2,0,0
"ENSG00000005609",53,28,57,41,34,56
"ENSG00000005610",6,12,13,8,3,7
"ENSG00000005611",77,102,45,81,56,123
"ENSG00000005612",7,19,18,24,13,12
"ENSG00000005613",6,16,11,10,18,24
"ENSG00000005614",3,2,4,14,4,10
"ENSG00000005615",0,0,0,0,0,0
"ENSG00000005616",63,50,74,89,95,84
"ENSG00000005617",1,0,0,2,0,0
"ENSG00000005618",55,48,30,16,36,57
"ENSG00000005619",1,0,1,0,1,1
"ENSG00000005620",0,5,2,2,2,1
"ENSG00000005621",0,0,1,0,2,0
"ENSG00000005622",2,1,0,0,2,1
"ENSG00000005623",0,0,0,1,0,0
"ENSG00000005624",171,457,379,603,381,181
"ENSG00000005625",68,642,255,128,156,113
"ENSG00000005626",1,0,0,0,1,0
"ENSG00000005627",0,0,0,0,0,0
"ENSG00000005628",0,1,2,0,0,0
"ENSG00000005629",1,4,4,1,0,2
"ENSG00000005630",1,1,0,0,0,0
"ENSG00000005631",1,1,1,0,2,0
"ENSG00000005632",0,3,0,0,0,2
"ENSG00000005633",130,219,277,151,115,141
"ENSG00000005634",0,0,0,0,0,0
"ENSG00000005635",0,0,3,0,0,0
"ENSG00000005636",1495,2252,2109,2035,741,879
"ENSG00000005637",20,62,78,83,89,16
"ENSG00000005638",1403,1231,2792,3486,4655,3313
"ENSG00000005639",0,0,1,0,0,0
"ENSG00000005640",3,2,1,2,3,4
"ENSG00000005641",5,10,8,11,11,5
"ENSG00000005642",0,0,0,0,0,0
"ENSG00000005643",108,151,61,37,121,80
"ENSG00000005644",0,1,2,0,0,2
"ENSG00000005645",8,11,9,14,4,4
"ENSG00000005646",1,4,5,1,4,3
"ENSG00000005647",0,0,0,0,0,0
"ENSG00000005648",0,0,1,1,1,1
"ENSG00000005649",16,104,46,37,58,70
"ENSG00000005650",117,110,17,82,56,84
"ENSG00000005651",429,826,838,1267,342,1003
"ENSG00000005652",0,0,0,0,0,0
"ENSG00000005653",317,239,243,211,286,166
"ENSG00000005654",0,0,0,0,0,0
"ENSG00000005655",2,4,10,4,2,4
"ENSG00000005656",2,9,3,2,5,4
"ENSG00000005657",0,2,2,0,1,0
"ENSG00000005658",2,5,3,14,4,3
"ENSG00000005659",0,5,2,0,1,0
"ENSG00000005660",2,9,1,3,7,4
"ENSG00000005661",50,55,57,84,87,37
"ENSG00000005662",1,6,6,6,6,8
"ENSG00000005663",10,10,13,15,25,20
"ENSG00000005664",0,2,0,1,0,0
"ENSG00000005665",15,24,10,18,17,24
"ENSG00000005666",245,510,318,81,231,323
"ENSG00000005667",20,119,102,82,30,66
"ENSG00000005668",0,0,0,0,1,1
"ENSG00000005669",6,7,7,4,9,17
"ENSG00000005670",4,7,10,8,3,7
"ENSG00000005671",2,0,0,0,0,0
"ENSG00000005672",0,0,0,0,0,1
"ENSG00000005673",1,1,1,0,0,0
"ENSG00000005674",43,164,128,128,70,67
"ENSG00000005675",20,28,19,25,26,33
"ENSG00000005676",0,1,1,0,1,0
"ENSG00000005677",7,3,1,1,1,2
"ENSG00000005678",5,13,5,10,10,18
"ENSG00000005679",0,0,0,0,0,1
"ENSG00000005680",0,0,0,0,0,0
"ENSG00000005681",0,1,1,0,0,0
"ENSG00000005682",114,171,101,85,57,119
"ENSG00000005683",17,39,15,27,39,47
"ENSG00000005684",11,10,6,1,6,5
"ENSG00000005685",1,0,1,0,1,0
"ENSG00000005686",0,0,1,0,1,2
"ENSG00000005687",475,476,560,454,438,542
"ENSG00000005688",2,4,3,7,7,4
"ENSG00000005689",1,0,0,0,0,0
"ENSG00000005690",38,140,26,71,56,87
"ENSG00000005691",39,52,51,23,41,13
"ENSG00000005692",182,166,153,203,212,213
"ENSG00000005693",0,0,0,0,0,0
"ENSG00000005694",78,167,58,155,61,131
"ENSG00000005695",1,2,0,1,1,1
"ENSG00000005696",0,1,0,0,1,1
"ENSG00000005697",9,18,22,0,3,11
"ENSG00000005698",1,1,6,3,0,2
"ENSG00000005699",127,210,49,166,159,132
"ENSG00000005700",131,133,60,102,65,58
"ENSG00000005701",3,12,6,6,16,9
"ENSG00000005702",1,1,0,1,0,0
"ENSG00000005703",54,64,38,44,34,38
"ENSG00000005704",0,0,0,0,0,0
"ENSG00000005705",49,46,12,14,60,36
"ENSG00000005706",24,50,21,22,17,35
"ENSG00000005707",0,0,1,0,1,0
"ENSG00000005708",14,6,28,12,7,6
"ENSG00000005709",10,7,16,12,3,11
"ENSG00000005710",0,0,0,0,0,0
"ENSG00000005711",0,1,0,0,1,1
"ENSG00000005712",0,1,1,0,2,0
"ENSG00000005713",10,7,6,3,8,7
"ENSG00000005714",21,31,33,28,9,27
"ENSG00000005715",13,6,5,2,3,5
"ENSG00000005716",6,11,15,5,8,7
"ENSG00000005717",0,1,1,0,0,0
"ENSG00000005718",0,0,0,0,0,0
"ENSG00000005719",599,786,1077,552,320,723
"ENSG00000005720",153,137,78,60,80,108
"ENSG00000005721",47,126,37,49,37,74
"ENSG00000005722",205,270,219,365,194,270
"ENSG00000005723",1,1,1,0,1,2
"ENSG00000005724",76,67,139,66,127,66
"ENSG00000005725",6,14,10,9,14,10
"ENSG00000005726",0,2,1,2,1,2
"ENSG00000005727",0,0,0,0,0,0
"ENSG00000005728",33,46,10,29,44,59
"ENSG00000005729",0,0,0,0,0,0
"ENSG00000005730",3,12,8,8,10,2
"ENSG00000005731",95,245,182,115,66,144
"ENSG00000005732",0,2,0,1,1,0
"ENSG00000005733",379,2308,1407,724,300,1817
"ENSG00000005734",4,5,5,4,3,1
"ENSG00000005735",3,1,1,4,4,0
"ENSG00000005736",0,0,1,1,1,1
"ENSG00000005737",2,0,3,1,5,3
"ENSG00000005738",10,10,6,9,7,13
"ENSG00000005739",31,30,16,26,39,22
"ENSG00000005740",30,67,65,36,37,20
"ENSG00000005741",0,0,0,0,0,0
"ENSG00000005742",82,197,56,55,184,192
"ENSG00000005743",88,161,297,254,117,291
"ENSG00000005744",0,0,0,1,0,1
"ENSG00000005745",0,0,0,1,0,2
"ENSG00000005746",0,0,1,1,3,0
"ENSG00000005747",740,588,1747,1270,2355,991
"ENSG00000005748",6,0,0,1,2,1
"ENSG00000005749",4,12,13,5,0,1
"ENSG00000005750",73,59,52,116,57,37
